partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,sexo,regiao
PSDB,46,40,1704551.67,37055.47,13850.04,8000.0,693451.63,0.0,989250.0,555,481,1623706.05,2925.6,MASCULINO,SSE
DEM,97,68,552093.33,5691.68,27337.51,13772.23,436968.05,74015.54,0.0,300,211,496710.23,1655.7,MASCULINO,SSE
PSDB,44,43,1091083.83,24797.36,9651.9,116450.0,850232.78,19749.15,95000.0,214,208,1050163.83,4907.31,MASCULINO,SSE
PSDB,223,215,1105628.17,4957.97,4895.83,297095.0,414300.0,9337.34,380000.0,1057,969,1155707.98,1093.39,FEMININO,SSE
PPS,64,55,1624608.27,25384.5,165288.53,63801.0,1283000.0,0.0,112518.74,356,316,1376323.08,3866.08,MASCULINO,SSE
DEM,332,321,2058240.71,6199.52,273776.7,69550.0,1705414.01,9500.0,0.0,313,300,2651374.49,8470.85,MASCULINO,SSE
PSDB,99,85,1308622.04,13218.4,20245.24,51991.8,530505.0,150000.0,555880.0,1120,1010,1047504.73,935.27,MASCULINO,SSE
PDT,743,661,800477.29,1077.36,21624.82,419845.99,225232.51,76500.0,57273.97,968,821,756216.93,781.22,MASCULINO,SSE
PDT,219,161,2999183.62,13694.9,1433944.76,5300.0,1415583.36,1950.0,142405.5,1832,988,1780460.12,971.87,MASCULINO,SSE
PDT,31,30,647496.63,20886.99,28496.63,27500.0,553500.0,38000.0,0.0,123,100,571111.9,4643.19,MASCULINO,SSE
PRB,67,65,408429.0,6095.96,29729.0,29900.0,0.0,348800.0,0.0,147,141,402569.35,2738.57,MASCULINO,SSE
PT,141,134,4070466.71,28868.56,101809.38,53000.0,2869650.0,1007.33,1045000.0,2914,1852,3378621.22,1159.44,MASCULINO,SSE
PT,115,105,4743205.3,41245.26,55115.3,1223390.0,1976700.0,0.0,1488000.0,1719,1196,3783510.96,2201.0,MASCULINO,SSE
PT,186,164,3939222.91,21178.62,204402.85,293098.02,2134100.02,42497.02,1265125.0,3394,2745,2994253.27,882.22,MASCULINO,SSE
PT,108,105,733397.95,6790.72,79711.91,333686.04,95000.0,0.0,225000.0,782,646,660453.81,844.57,MASCULINO,SSE
PT,77,73,1949175.26,25313.96,167923.09,70378.71,735000.0,171873.46,804000.0,2416,1871,1573236.56,651.17,MASCULINO,SSE
PR,41,32,678243.13,16542.52,147055.39,13125.0,996.25,0.0,517066.49,446,406,623304.57,1397.54,MASCULINO,SSE
PT,907,699,1682318.21,1854.82,289008.96,529192.65,820196.0,43920.6,0.0,2109,1950,1765383.68,837.07,FEMININO,SSE
PT,455,429,1469731.92,3230.18,115355.25,225153.99,880992.68,1230.0,247000.0,802,634,948185.87,1182.28,MASCULINO,SSE
PC do B,97,96,2177724.19,22450.76,113163.82,32576.94,1854733.43,7250.0,170000.0,1092,873,1903235.28,1742.89,MASCULINO,SSE
PT,196,183,2698607.2,13768.4,88857.2,70250.0,1244000.0,3000.0,1292500.0,920,644,2219560.69,2412.57,MASCULINO,SSE
PT,185,159,2531677.61,13684.74,87738.42,240910.0,1522340.6,29663.59,651025.0,752,639,2551277.69,3392.66,MASCULINO,SSE
PT,498,480,3844064.52,7719.01,149083.52,170596.0,860500.0,0.0,2663885.0,3712,2922,3644355.09,981.78,MASCULINO,SSE
PT,384,365,2942766.54,7663.45,93536.52,203360.0,2129870.02,0.0,516000.0,1910,1531,3302577.11,1729.1,MASCULINO,SSE
PR,81,76,1070531.64,13216.44,167656.64,240625.0,157250.0,10000.0,495000.0,1217,1161,975329.42,801.42,MASCULINO,SSE
PT,247,236,2390007.58,9676.14,90638.25,323031.62,758670.02,158767.69,1058900.0,1163,947,2020054.35,1736.93,MASCULINO,SSE
PRB,28,28,176829.0,6315.32,89109.0,41720.0,30000.0,16000.0,0.0,59,55,174761.79,2962.06,MASCULINO,SSE
PR,349,263,1254479.87,3594.5,0.0,147300.0,731545.45,18292.29,357342.13,655,472,1102297.42,1682.9,MASCULINO,SSE
PC do B,138,131,776469.37,5626.59,604394.92,93286.0,53260.1,17653.35,7875.0,588,496,763391.2,1298.28,MASCULINO,SSE
PT,171,155,3020235.78,17662.2,253400.78,263085.0,1121000.0,10000.0,1372750.0,2606,1691,2180994.68,836.91,MASCULINO,SSE
PR,174,130,1048921.19,6028.28,427086.19,8779.0,300.0,9800.0,602956.0,424,333,944102.66,2226.66,MASCULINO,SSE
PT,207,184,3754382.15,18137.11,585070.65,259630.0,1693740.0,0.0,1215941.5,2546,1435,2740726.74,1076.48,MASCULINO,SSE
PT,119,115,1148078.81,9647.72,124926.34,12550.0,767712.9,5389.57,237500.0,1045,654,819867.2,784.56,MASCULINO,SSE
PP,45,43,2378850.91,52863.35,555.0,60000.0,1475993.18,217050.0,625252.73,1531,1303,2048595.61,1338.08,FEMININO,SSE
PP,115,110,166650.6,1449.14,6198.5,74450.0,63652.1,22350.0,0.0,158,147,159225.61,1007.76,MASCULINO,SSE
PP,82,57,1564179.2,19075.36,2282.5,60100.64,889695.96,422224.96,189875.14,1381,1344,1488589.86,1077.91,MASCULINO,SSE
PP,38,32,803339.08,21140.5,106947.0,69550.0,88151.92,0.0,538690.16,369,342,767438.73,2079.78,MASCULINO,SSE
PSOL,263,236,183434.25,697.47,17494.25,112940.0,0.0,53000.0,0.0,189,135,195331.94,1033.5,MASCULINO,SSE
PV,268,265,1520191.38,5672.36,14199.25,127880.0,641100.0,737012.13,0.0,438,417,1309850.38,2990.53,MASCULINO,SSE
PV,120,114,440319.5,3669.33,12339.5,142200.0,268980.0,16800.0,0.0,322,248,701993.64,2180.1,MASCULINO,SSE
PV,26,25,773206.5,29738.71,27166.5,24600.0,540640.0,800.0,180000.0,284,264,744854.77,2622.73,MASCULINO,SSE
PV,193,179,1118854.59,5797.17,107528.6,182959.4,432251.82,396114.77,0.0,494,461,1073169.07,2172.41,MASCULINO,SSE
PV,145,105,106455.66,734.18,5117.5,92590.32,997.84,7750.0,0.0,176,134,90245.31,512.76,MASCULINO,SSE
PSB,124,107,2074282.19,16728.08,917427.77,126783.72,871527.91,58542.79,100000.0,579,346,1913809.38,3305.37,MASCULINO,SSE
PSB,89,87,98480.26,1106.52,26328.26,55602.0,6000.0,0.0,10550.0,90,88,95323.25,1059.15,FEMININO,SSE
PSB,51,49,516924.26,10135.77,101524.26,16000.0,275000.0,124400.0,0.0,66,65,515513.51,7810.81,MASCULINO,SSE
PSB,54,51,1005318.41,18617.01,49449.67,146318.73,375800.01,53200.0,380550.0,985,804,904162.96,917.93,MASCULINO,SSE
PSB,31,30,632092.47,20390.08,162350.76,40000.0,231191.71,198000.0,550.0,322,312,723902.12,2248.14,MASCULINO,SSE
PSB,23,20,243780.0,10599.13,121010.0,29070.0,5700.0,10000.0,78000.0,207,201,237675.77,1148.19,FEMININO,SSE
PSB,71,69,3046426.09,42907.41,297960.76,174900.0,506565.33,0.0,2067000.0,3231,3151,2828101.13,875.3,MASCULINO,SSE
PTB,42,41,1662817.11,39590.88,4756.3,158400.0,1069660.81,0.0,430000.0,176,154,1585337.63,9007.6,MASCULINO,SSE
PTB,60,51,2379233.66,39653.89,13682.0,255640.1,2067246.0,42665.56,0.0,345,311,2262798.7,6558.84,MASCULINO,SSE
PSC,98,97,379242.42,3869.82,116392.42,99050.0,112600.0,1200.0,50000.0,143,136,361345.23,2526.89,MASCULINO,SSE
PSC,70,62,226315.6,3233.08,186314.6,39221.0,480.0,300.0,0.0,141,112,200362.92,1421.01,MASCULINO,SSE
PSC,154,125,325751.18,2115.27,7751.18,311000.0,0.0,7000.0,0.0,55,49,318033.45,5782.43,MASCULINO,SSE
PSB,91,80,362223.12,3980.47,252873.12,18800.0,27000.0,34500.0,29050.0,105,92,348242.13,3316.59,MASCULINO,SSE
PRB,32,31,313718.51,9803.7,29718.5,155988.01,0.0,8012.0,120000.0,145,133,302112.51,2083.53,MASCULINO,SSE
PMDB,14,12,1120408.03,80029.15,0.0,14500.0,500000.0,205908.03,400000.0,69,58,1055408.03,15295.77,MASCULINO,SSE
PR,77,74,565126.82,7339.31,13126.82,56000.0,496000.0,0.0,0.0,76,69,521976.82,6868.12,MASCULINO,SSE
PT,28,27,1978680.11,70667.15,17929.9,96740.21,23500.0,10000.0,1830510.0,442,407,1870733.29,4232.43,MASCULINO,SSE
PT,61,57,827220.91,13561.0,26600.91,179620.0,602000.0,19000.0,0.0,101,95,813284.95,8052.33,MASCULINO,SSE
DEM,58,53,390132.33,6726.42,11158.33,262270.0,76704.0,40000.0,0.0,377,355,374079.86,992.25,MASCULINO,SSE
PPS,31,30,608479.67,19628.38,127129.67,10000.0,260500.0,210850.0,0.0,246,208,508834.21,2068.43,MASCULINO,NNE
PDT,56,51,839189.67,14985.53,274589.67,66600.0,200000.0,298000.0,0.0,2311,2307,834389.67,361.05,MASCULINO,NNE
PSB,30,27,524891.18,17496.37,184974.66,7700.0,6000.0,208216.52,118000.0,802,675,470558.18,586.73,MASCULINO,NNE
PP,166,165,299266.92,1802.81,42059.67,49480.0,106154.4,11572.85,90000.0,424,417,293882.57,693.12,MASCULINO,NNE
PMDB,662,657,999033.73,1509.11,147589.67,187265.0,347266.75,316912.31,0.0,1480,1476,991958.73,670.24,MASCULINO,NNE
PSDB,41,41,2105815.95,51361.36,270092.63,77035.0,1096538.32,22150.0,640000.0,633,617,1982871.95,3132.5,MASCULINO,NNE
DEM,95,91,1769867.94,18630.19,169167.94,105900.0,1176800.0,18000.0,300000.0,1281,855,1293125.46,1009.47,MASCULINO,NNE
DEM,60,58,735510.49,12258.51,385903.95,88134.9,101779.85,9691.79,150000.0,247,241,702305.14,2843.34,FEMININO,NNE
PTC,11,9,51979.58,4725.42,1189.58,17490.0,33300.0,0.0,0.0,71,65,51197.14,721.09,FEMININO,SSE
PTN,3,3,2325.0,775.0,0.0,1475.0,850.0,0.0,0.0,9,6,1647.73,183.08,FEMININO,SSE
PPS,10,10,25038.33,2503.83,10708.33,0.0,10200.0,4130.0,0.0,15,15,25005.83,1667.06,MASCULINO,SSE
PTC,2,1,300.0,150.0,0.0,0.0,0.0,300.0,0.0,2,1,150.0,75.0,MASCULINO,SSE
PTB,3,3,4550.0,1516.67,4550.0,0.0,0.0,0.0,0.0,6,6,4550.0,758.33,FEMININO,SSE
DEM,1,1,5930.0,5930.0,0.0,0.0,5930.0,0.0,0.0,1,1,5930.0,5930.0,MASCULINO,NNE
PRB,2,2,21249.83,10624.92,0.0,0.0,0.0,0.0,21249.83,2,2,21249.83,10624.92,MASCULINO,SSE
PSOL,2,2,900.0,450.0,0.0,600.0,0.0,300.0,0.0,10,8,800.0,80.0,MASCULINO,SSE
PV,5,4,22500.0,4500.0,22500.0,0.0,0.0,0.0,0.0,18,16,17800.0,988.89,FEMININO,SSE
PMDB,11,11,9450.64,859.15,3850.64,2800.0,2800.0,0.0,0.0,11,4,7000.64,636.42,MASCULINO,SSE
PSB,12,12,15086.21,1257.18,7261.17,4025.0,0.0,3800.04,0.0,40,39,15016.21,375.41,MASCULINO,SSE
PTB,4,4,1250.0,312.5,0.0,1250.0,0.0,0.0,0.0,14,13,1228.82,87.77,MASCULINO,SSE
DEM,57,53,471701.44,8275.46,252281.44,62920.0,0.0,56500.0,100000.0,149,141,463602.07,3111.42,MASCULINO,NNE
PSDB,1,1,1701.0,1701.0,1701.0,0.0,0.0,0.0,0.0,1,1,1701.0,1701.0,MASCULINO,NNE
PSC,1,1,580.0,580.0,0.0,0.0,580.0,0.0,0.0,1,1,580.0,580.0,MASCULINO,SSE
PMDB,2,2,6000.0,3000.0,0.0,0.0,6000.0,0.0,0.0,6,6,6000.0,1000.0,MASCULINO,SSE
PV,7,7,3986.5,569.5,1156.5,1350.0,0.0,1480.0,0.0,5,5,3970.6,794.12,MASCULINO,SSE
PSC,7,7,3475.5,496.5,850.0,0.0,0.0,2625.5,0.0,18,17,2845.5,158.08,MASCULINO,SSE
PMDB,7,6,17500.0,2500.0,0.0,2000.0,2800.0,5000.0,7700.0,16,15,16399.99,1025.0,MASCULINO,SSE
PSB,4,3,3348.0,837.0,2798.0,0.0,0.0,0.0,550.0,23,21,3258.5,141.67,MASCULINO,SSE
PL,2,2,613.43,306.71,613.43,0.0,0.0,0.0,0.0,2,2,613.43,306.71,MASCULINO,SSE
PMN,41,41,51580.0,1258.05,3862.5,34050.0,1867.5,6500.0,5300.0,54,53,51080.0,945.93,MASCULINO,SSE
PTC,9,9,5867.96,652.0,1507.96,480.0,2780.0,1100.0,0.0,18,16,5739.77,318.88,MASCULINO,SSE
PTB,5,5,1840.0,368.0,0.0,0.0,0.0,640.0,1200.0,5,5,1840.0,368.0,MASCULINO,NNE
PT,36,35,158558.36,4404.4,119214.36,18344.0,4500.0,16500.0,0.0,96,93,153385.96,1597.77,MASCULINO,SSE
PSDB,2,2,4500.0,2250.0,4500.0,0.0,0.0,0.0,0.0,2,2,4500.0,2250.0,MASCULINO,NNE
PT do B,6,6,4760.0,793.33,4160.0,0.0,0.0,600.0,0.0,6,6,4760.05,793.34,MASCULINO,SSE
PSDC,7,7,7285.0,1040.71,0.0,1800.0,0.0,3835.0,1650.0,7,7,7285.0,1040.71,MASCULINO,SSE
PSDC,5,5,2850.09,570.02,0.0,0.0,0.0,2850.09,0.0,15,14,2800.02,186.67,MASCULINO,SSE
PSB,9,8,2689.27,298.81,568.0,200.0,0.0,1000.0,921.27,25,13,1823.65,72.95,FEMININO,SSE
PDT,5,5,7850.68,1570.14,0.0,0.0,0.0,7850.68,0.0,24,22,7826.68,326.11,MASCULINO,SSE
PP,12,7,85051.03,7087.59,9000.0,0.0,0.0,76051.03,0.0,63,61,84650.53,1343.66,MASCULINO,SSE
PTC,1,1,1230.76,1230.76,1230.76,0.0,0.0,0.0,0.0,1,1,1230.76,1230.76,FEMININO,SSE
PMDB,47,45,598538.91,12734.87,700.0,4820.0,122890.63,470128.28,0.0,165,149,553762.68,3356.14,MASCULINO,SSE
PTC,44,40,30725.7,698.31,1480.0,6045.0,0.0,22900.7,300.0,43,40,29297.7,681.34,MASCULINO,SSE
PSC,10,10,6603.41,660.34,4058.41,1500.0,0.0,1045.0,0.0,15,11,5748.41,383.23,MASCULINO,SSE
PT,7,7,9383.56,1340.51,1833.56,800.0,0.0,100.0,6650.0,16,16,9379.56,586.22,FEMININO,NNE
PMDB,3,3,3330.77,1110.26,3330.77,0.0,0.0,0.0,0.0,3,3,3330.77,1110.26,MASCULINO,SSE
PSB,10,10,11155.86,1115.59,6261.16,700.0,3184.7,1010.0,0.0,18,18,11155.05,619.72,MASCULINO,SSE
PSOL,1,1,491.05,491.05,0.0,0.0,0.0,491.05,0.0,2,2,493.05,246.53,MASCULINO,SSE
PTC,7,7,1082.18,154.6,1082.18,0.0,0.0,0.0,0.0,7,7,1082.18,154.6,FEMININO,SSE
DEM,7,7,10650.5,1521.5,6948.0,1700.0,0.0,2002.5,0.0,10,10,10650.48,1065.05,MASCULINO,SSE
PTB,19,14,67538.09,3554.64,26437.74,0.0,0.0,41100.35,0.0,124,58,146637.39,1182.56,MASCULINO,SSE
PFL,14,13,136925.0,9780.36,0.0,3000.0,0.0,3925.0,130000.0,94,49,133890.71,1424.37,MASCULINO,NNE
PV,11,10,18264.7,1660.43,0.0,5000.0,0.0,13264.7,0.0,11,5,12264.7,1114.97,MASCULINO,SSE
PMDB,4,4,102518.27,25629.57,2518.27,0.0,100000.0,0.0,0.0,17,16,98518.27,5795.19,MASCULINO,SSE
PT do B,4,4,11123.75,2780.94,10223.75,900.0,0.0,0.0,0.0,4,4,11123.75,2780.94,MASCULINO,SSE
PSDB,1,1,700.0,700.0,700.0,0.0,0.0,0.0,0.0,1,1,700.0,700.0,MASCULINO,SSE
PSB,4,4,6261.16,1565.29,6261.16,0.0,0.0,0.0,0.0,4,4,6261.16,1565.29,MASCULINO,SSE
PV,1,1,500.0,500.0,500.0,0.0,0.0,0.0,0.0,1,1,500.0,500.0,MASCULINO,NNE
PTB,49,46,175782.0,3587.39,6889.44,18145.36,20000.0,130747.2,0.0,121,91,155865.99,1288.15,MASCULINO,SSE
PMN,19,18,62620.0,3295.79,49320.0,7800.0,0.0,5500.0,0.0,193,181,60850.0,315.28,MASCULINO,SSE
PP,35,21,61180.5,1748.01,2100.5,34880.0,5400.0,18800.0,0.0,64,44,35593.25,556.14,MASCULINO,SSE
PSOL,2,2,302.0,151.0,0.0,300.0,0.0,2.0,0.0,3,3,301.99,100.66,MASCULINO,NNE
PMDB,2,2,9600.0,4800.0,0.0,0.0,4600.0,5000.0,0.0,33,33,8836.66,267.78,MASCULINO,SSE
PRTB,12,11,14865.0,1238.75,8555.0,3000.0,0.0,3310.0,0.0,27,27,14865.0,550.56,MASCULINO,SSE
PMDB,2,2,1666.0,833.0,1666.0,0.0,0.0,0.0,0.0,2,2,1666.0,833.0,MASCULINO,NNE
PT do B,12,12,23860.98,1988.41,450.0,4500.0,0.0,18910.98,0.0,26,23,23824.58,916.33,MASCULINO,SSE
PT do B,2,2,900.0,450.0,0.0,900.0,0.0,0.0,0.0,2,2,900.0,450.0,MASCULINO,SSE
PSC,3,3,2620.0,873.33,0.0,120.0,500.0,2000.0,0.0,14,11,2601.03,185.79,MASCULINO,SSE
PSOL,17,16,3217.85,189.29,0.0,2037.85,0.0,1180.0,0.0,8,6,2217.85,277.23,FEMININO,NNE
PRP,5,5,11090.0,2218.0,0.0,40.0,0.0,11050.0,0.0,12,11,11069.98,922.5,MASCULINO,SSE
PT,4,4,3258.0,814.5,1758.0,0.0,1500.0,0.0,0.0,6,6,3258.0,543.0,MASCULINO,SSE
PV,15,13,3899.52,259.97,89.52,3200.0,0.0,610.0,0.0,15,7,1899.52,126.63,FEMININO,NNE
PSL,1,1,855.0,855.0,0.0,0.0,0.0,855.0,0.0,1,1,855.0,855.0,MASCULINO,SSE
PMDB,70,54,558638.22,7980.55,66230.76,20500.0,381907.46,40000.0,50000.0,282,252,487982.82,1730.44,MASCULINO,SSE
PDT,22,18,170098.28,7731.74,0.0,10310.0,110000.0,44933.0,4855.28,197,185,159429.46,809.29,MASCULINO,SSE
PDT,1,1,247.5,247.5,0.0,0.0,0.0,0.0,247.5,1,1,247.5,247.5,FEMININO,NNE
PC do B,36,34,62108.05,1725.22,6397.05,29761.0,25782.0,168.0,0.0,44,41,59555.52,1353.53,MASCULINO,SSE
PSL,1,1,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1,1,1000.0,1000.0,MASCULINO,NNE
PTC,1,1,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,2,2,4000.0,2000.0,MASCULINO,NNE
PMDB,11,10,398610.23,36237.29,112680.23,500.0,1130.0,184300.0,100000.0,307,223,316270.73,1030.2,MASCULINO,NNE
PV,7,5,7810.8,1115.83,100.0,0.0,0.0,7710.8,0.0,31,30,7410.8,239.06,MASCULINO,SSE
DEM,7,7,5810.0,830.0,0.0,1100.0,0.0,4710.0,0.0,10,9,5249.1,524.91,MASCULINO,NNE
PT,28,27,102848.0,3673.14,8288.0,33780.0,7100.0,53680.0,0.0,132,88,82111.3,622.06,MASCULINO,SSE
PT,31,29,10352.85,333.96,0.0,10352.85,0.0,0.0,0.0,40,38,9617.85,240.45,MASCULINO,SSE
PDT,5,5,4160.0,832.0,410.0,1750.0,2000.0,0.0,0.0,15,15,4160.0,277.33,MASCULINO,SSE
PDT,12,10,32458.53,2704.88,1261.03,660.0,25537.5,5000.0,0.0,93,66,28976.03,311.57,MASCULINO,SSE
PPS,6,6,11300.0,1883.33,3150.0,4500.0,0.0,2830.0,820.0,47,37,11039.45,234.88,MASCULINO,SSE
PRONA,5,5,1592.5,318.5,672.5,0.0,0.0,920.0,0.0,18,13,1199.54,66.64,MASCULINO,SSE
PP,14,13,29494.0,2106.71,2777.0,14000.0,12037.0,680.0,0.0,35,34,28428.0,812.23,FEMININO,SSE
PP,17,13,17043.0,1002.53,10020.0,5275.0,150.0,1598.0,0.0,40,31,16548.93,413.72,MASCULINO,NNE
PMDB,5,5,3540.0,708.0,0.0,3480.0,0.0,60.0,0.0,16,14,3520.45,220.03,MASCULINO,NNE
PC do B,584,562,184736.05,316.33,5000.0,102876.05,64860.0,12000.0,0.0,704,462,235118.06,333.97,MASCULINO,SSE
PMDB,1,1,1230.76,1230.76,1230.76,0.0,0.0,0.0,0.0,1,1,1230.76,1230.76,FEMININO,SSE
PRP,4,4,2623.5,655.88,0.0,0.0,0.0,0.0,2623.5,4,4,2623.5,655.88,MASCULINO,SSE
PSDB,48,46,672552.61,14011.51,67423.33,37500.0,307361.28,99150.0,161118.0,261,238,652792.11,2501.12,MASCULINO,SSE
PMN,1,1,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,11,11,4874.36,443.12,MASCULINO,NNE
PT do B,1,1,440.0,440.0,0.0,0.0,440.0,0.0,0.0,1,1,440.0,440.0,MASCULINO,SSE
PMN,6,5,1727.67,287.94,827.67,0.0,0.0,900.0,0.0,6,5,1427.67,237.95,FEMININO,SSE
PP,8,8,15535.44,1941.93,15485.44,50.0,0.0,0.0,0.0,8,8,15535.44,1941.93,MASCULINO,SSE
PT,33,30,178370.2,5405.16,53371.2,30199.0,23000.0,11800.0,60000.0,145,129,165870.2,1143.93,MASCULINO,NNE
PTC,2,2,1480.0,740.0,1480.0,0.0,0.0,0.0,0.0,2,2,1480.0,740.0,MASCULINO,SSE
PSB,4,4,1490.0,372.5,0.0,1490.0,0.0,0.0,0.0,4,4,1490.0,372.5,MASCULINO,SSE
PPS,2,2,1115.0,557.5,0.0,0.0,0.0,1115.0,0.0,3,3,815.0,271.67,MASCULINO,SSE
PSB,5,4,1780.0,356.0,1080.0,0.0,0.0,700.0,0.0,1,1,694.0,694.0,MASCULINO,NNE
PRP,14,14,53917.2,3851.23,43917.2,0.0,0.0,0.0,10000.0,14,14,53917.2,3851.23,MASCULINO,NNE
PMDB,12,10,370973.46,30914.46,250.0,0.0,0.0,370723.46,0.0,284,251,316300.77,1113.74,MASCULINO,SSE
PRONA,4,4,34000.0,8500.0,0.0,9000.0,25000.0,0.0,0.0,70,70,33999.84,485.71,FEMININO,SSE
PV,80,71,85180.97,1064.76,588.26,49395.2,20000.0,13605.0,1592.51,101,78,69065.5,683.82,MASCULINO,SSE
PSL,41,41,37029.0,903.15,0.0,32490.0,0.0,4539.0,0.0,34,23,34728.8,1021.44,MASCULINO,SSE
PSC,27,27,58999.77,2185.18,4899.77,37300.0,0.0,16800.0,0.0,43,39,54209.77,1260.69,MASCULINO,SSE
PMDB,12,12,26880.3,2240.03,0.0,13900.0,5000.0,7980.3,0.0,14,11,26871.6,1919.4,FEMININO,NNE
PMDB,1,1,300.0,300.0,300.0,0.0,0.0,0.0,0.0,1,1,300.0,300.0,MASCULINO,SSE
PRP,29,28,87739.33,3025.49,26628.33,14000.0,36611.0,10500.0,0.0,71,60,91554.89,1289.51,MASCULINO,SSE
PDT,8,7,20801.2,2600.15,10000.0,1301.2,0.0,7000.0,2500.0,17,16,20301.2,1194.19,MASCULINO,SSE
PTB,1,1,550.0,550.0,550.0,0.0,0.0,0.0,0.0,1,1,550.0,550.0,MASCULINO,SSE
PTB,4,4,3475.0,868.75,3275.0,0.0,0.0,200.0,0.0,4,4,3475.0,868.75,MASCULINO,SSE
PT,55,51,80472.47,1463.14,0.0,23386.47,29525.0,27561.0,0.0,58,55,77462.47,1335.56,MASCULINO,SSE
PL,3,3,2240.0,746.67,0.0,0.0,0.0,2240.0,0.0,9,9,2240.0,248.89,FEMININO,NNE
PV,8,7,4272.0,534.0,0.0,1500.0,0.0,1480.0,1292.0,18,15,4241.68,235.65,MASCULINO,SSE
PSC,4,4,1452.54,363.13,1452.54,0.0,0.0,0.0,0.0,4,4,1452.54,363.13,MASCULINO,NNE
PP,17,13,10615.0,624.41,300.0,10000.0,0.0,315.0,0.0,74,63,10595.0,143.18,MASCULINO,SSE
PT,138,136,418631.99,3033.57,7801.46,42146.23,315000.0,2486.7,51197.6,405,270,360649.14,890.49,MASCULINO,SSE
PPS,5,5,10300.0,2060.0,0.0,2000.0,5000.0,3300.0,0.0,34,24,7908.68,232.61,MASCULINO,SSE
PSOL,7,7,1422.5,203.21,122.5,0.0,0.0,1300.0,0.0,7,7,1572.5,224.64,MASCULINO,SSE
PTB,8,8,8175.0,1021.88,3325.0,0.0,3600.0,1250.0,0.0,8,8,8175.0,1021.88,MASCULINO,SSE
PRTB,7,7,5380.0,768.57,0.0,2200.0,0.0,3180.0,0.0,11,11,5380.0,489.09,MASCULINO,SSE
PDT,7,7,23747.06,3392.44,2010.0,10200.0,6120.0,5417.06,0.0,78,72,23134.06,296.59,MASCULINO,SSE
PDT,5,4,13500.0,2700.0,13500.0,0.0,0.0,0.0,0.0,6,4,7625.0,1270.83,MASCULINO,NNE
PP,3,3,2387.8,795.93,2387.8,0.0,0.0,0.0,0.0,3,3,2387.8,795.93,FEMININO,SSE
PTB,9,9,89312.4,9923.6,0.0,0.0,44312.4,45000.0,0.0,67,56,76712.98,1144.97,MASCULINO,NNE
PRTB,2,2,790.0,395.0,200.0,0.0,590.0,0.0,0.0,2,2,790.0,395.0,FEMININO,SSE
PV,67,59,330840.05,4937.91,10872.5,17170.0,294325.0,8472.55,0.0,371,331,291098.99,784.63,MASCULINO,SSE
PT,46,41,78094.42,1697.7,10000.0,34762.0,6095.0,27237.42,0.0,87,66,66975.04,769.83,MASCULINO,NNE
PDT,23,22,11989.86,521.3,3639.86,8350.0,0.0,0.0,0.0,11,10,11239.86,1021.81,MASCULINO,SSE
PDT,6,5,11100.0,1850.0,0.0,1450.0,0.0,9650.0,0.0,20,19,10509.37,525.47,MASCULINO,NNE
PTN,7,7,5289.04,755.58,2859.04,390.0,0.0,2040.0,0.0,6,5,4849.04,808.17,MASCULINO,NNE
PDT,16,16,42906.86,2681.68,8656.86,18300.0,0.0,15950.0,0.0,29,25,42198.56,1455.12,MASCULINO,SSE
DEM,6,6,98000.0,16333.33,0.0,55000.0,20000.0,23000.0,0.0,28,26,95050.35,3394.66,MASCULINO,NNE
PPS,5,5,18484.11,3696.82,11230.76,2000.0,0.0,5253.35,0.0,13,9,17754.21,1365.71,MASCULINO,SSE
PSB,12,12,7760.0,646.67,1500.0,3600.0,60.0,2600.0,0.0,12,11,6695.32,557.94,MASCULINO,SSE
PSDB,16,14,120431.5,7526.97,4231.5,4000.0,112200.0,0.0,0.0,187,171,114277.7,611.11,MASCULINO,SSE
PP,1,1,80.0,80.0,80.0,0.0,0.0,0.0,0.0,1,1,80.0,80.0,MASCULINO,SSE
PSDC,32,25,351429.3,10982.17,14065.0,64150.0,263240.0,9974.3,0.0,190,156,338830.59,1783.32,MASCULINO,SSE
PSOL,4,3,10375.86,2593.97,375.86,0.0,0.0,10000.0,0.0,7,6,10180.43,1454.35,MASCULINO,SSE
PP,22,19,696638.13,31665.37,9963.5,4350.0,70000.0,62324.63,550000.0,971,723,636984.28,656.01,MASCULINO,SSE
PV,4,3,9350.0,2337.5,9250.0,0.0,0.0,100.0,0.0,5,5,9349.82,1869.96,MASCULINO,SSE
PSDC,5,5,1700.0,340.0,800.0,850.0,0.0,50.0,0.0,8,7,1664.6,208.07,MASCULINO,NNE
PRB,4,4,11320.0,2830.0,0.0,0.0,0.0,0.0,11320.0,4,4,11320.0,2830.0,MASCULINO,SSE
PHS,4,4,3783.66,945.91,3783.66,0.0,0.0,0.0,0.0,4,4,3783.66,945.91,MASCULINO,SSE
PTB,8,6,28257.52,3532.19,27207.52,0.0,0.0,1050.0,0.0,15,13,25252.52,1683.5,MASCULINO,SSE
